"file","index","status","original_src","current_src"
"blogger-2010-2010-09-2010-html.md","3","rewritten","http://farm5.static.flickr.com/4143/4902181514_9a9c19ea1d.jpg","/assets/images/farm5.static.flickr.com/5c3496369652464f.jpg"
"blogger-2010-2010-09-2010-html.md","4","rewritten","http://farm5.static.flickr.com/4077/4809491080_a9b42f69e9.jpg","/assets/images/farm5.static.flickr.com/ea3ab7d89969e3a7.jpg"
"blogger-2010-2010-09-2010-html.md","5","rewritten","http://farm5.static.flickr.com/4142/4860291343_45c9b644ac.jpg","/assets/images/farm5.static.flickr.com/38f853b6ef32bf59.jpg"
"blogger-2010-2010-09-2010-html.md","6","rewritten","http://farm5.static.flickr.com/4066/4472808790_89e6b2de33.jpg","/assets/images/farm5.static.flickr.com/d5c217f67c20e0bc.jpg"
"blogger-2010-2010-09-2010-html.md","7","rewritten","http://farm5.static.flickr.com/4044/4351907938_470fdb3547.jpg","/assets/images/farm5.static.flickr.com/e11a6b1e394a9f15.jpg"
"blogger-2010-2010-09-2010-html.md","8","rewritten","http://farm5.static.flickr.com/4021/4399137200_e2f9158d25_m.jpg","/assets/images/farm5.static.flickr.com/c72774a362ece97e.jpg"
"blogger-2010-2010-09-2010-html.md","9","rewritten","http://farm5.static.flickr.com/4036/4684236149_48c486c436_m.jpg","/assets/images/farm5.static.flickr.com/00c492d51e4ba3e2.jpg"
"blogger-2010-2010-09-2010-html.md","10","rewritten","http://farm3.static.flickr.com/2696/4416878001_39ac4c9654.jpg","/assets/images/farm3.static.flickr.com/3fad8500e2a202ad.jpg"
"blogger-2010-2010-09-2010-html.md","11","rewritten","http://farm5.static.flickr.com/4069/4621404664_4193922a5b_m.jpg","/assets/images/farm5.static.flickr.com/2d322157ac1c251e.jpg"
"blogger-2010-2010-09-2010-html.md","12","rewritten","http://farm2.static.flickr.com/1268/4597485309_381f8005c6_m.jpg","/assets/images/farm2.static.flickr.com/f459e4ece3a7427d.jpg"
"blogger-2010-2010-09-2010-html.md","13","rewritten","http://farm3.static.flickr.com/2778/4332523378_7e57566ba9.jpg","/assets/images/farm3.static.flickr.com/afe9af5043f6746c.jpg"
"blogger-2010-2010-09-2010-html.md","14","rewritten","http://farm3.static.flickr.com/2727/4331747463_6d5149a699_m.jpg","/assets/images/farm3.static.flickr.com/f741ba993db95f7c.jpg"
"blogger-2010-2010-09-2010-html.md","15","rewritten","http://farm5.static.flickr.com/4010/4525572345_1257eb3ca0_m.jpg","/assets/images/farm5.static.flickr.com/156ef7112f5562c4.jpg"
"blogger-2010-2010-09-2010-html.md","16","rewritten","http://farm5.static.flickr.com/4023/4268717361_f946a91944_m.jpg","/assets/images/farm5.static.flickr.com/efd6fbab0d0c4883.jpg"
"blogger-2010-2010-09-2010-html.md","17","rewritten","http://farm5.static.flickr.com/4078/4820921409_d1ddc8fe84_m.jpg","/assets/images/farm5.static.flickr.com/d4c45e6d6690225a.jpg"
"blogger-2010-2010-09-2010-html.md","18","rewritten","http://farm3.static.flickr.com/2780/4312005878_95aa5d1b78.jpg","/assets/images/farm3.static.flickr.com/cd34f50aca03bdcb.jpg"
"blogger-3-2007-01-3-html.md","1","same","http://addons.books.com.tw/G/001/4/0010352574.jpg","http://addons.books.com.tw/G/001/4/0010352574.jpg"
"blogger-3-2007-11-blog-post-17-html.md","1","rewritten","http://static.flickr.com/2309/2039505933_4f11ab041c.jpg","/assets/images/live.staticflickr.com/9e4570679624db70.jpg"
"blogger-3-2007-11-blog-post-17-html.md","2","rewritten","http://static.flickr.com/2153/2040304106_8622e7c756.jpg","/assets/images/live.staticflickr.com/2575bcddacbdfb03.jpg"
"blogger-3-2007-11-blog-post-17-html.md","3","rewritten","http://static.flickr.com/2259/2040302402_fdc6781686.jpg","/assets/images/live.staticflickr.com/22995cc6bf35d051.jpg"
"blogger-3-2007-11-blog-post-17-html.md","4","rewritten","http://static.flickr.com/2195/2039507897_11a5f416cb.jpg","/assets/images/live.staticflickr.com/6b533aa0c858b5f0.jpg"
"blogger-3-2007-11-blog-post-17-html.md","5","rewritten","http://static.flickr.com/2377/2039508233_9c2cbf5695.jpg","/assets/images/live.staticflickr.com/f3161050cab4df1e.jpg"
"blogger-3-2007-11-blog-post-17-html.md","6","rewritten","http://static.flickr.com/2320/2040303024_a69131c937.jpg","/assets/images/live.staticflickr.com/d27ea6f56f16d74b.jpg"
"blogger-3-2007-11-blog-post-17-html.md","7","rewritten","http://static.flickr.com/2300/2040301946_7f8d0495eb.jpg","/assets/images/live.staticflickr.com/0cb078969f99d61f.jpg"
"blogger-8-26-2009-08-826-html.md","1","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiS6pk9sF9ZZhohPTc_mbQ7k4eBLQ0ERxe1YIehToL0O27Hg9kjZOjkz-d82LPVyajDFQLerU3pS4Gpsb6ZTKM-KXrHHLw3oNk9Mad7rDTC-scVrq1P4fdWN8Ry65iHtr4AKyj_BA/s320/tttw.jpg","/assets/images/blogger.googleusercontent.com/9b460d8cb6134a1f.jpg"
"blogger-85-2010-09-85-html.md","1","rewritten","http://farm4.static.flickr.com/3640/3349045354_59db3b6856.jpg","/assets/images/farm4.static.flickr.com/f557bedd5b28f7bf.jpg"
"blogger-85-2010-09-85-html.md","2","rewritten","http://farm3.static.flickr.com/2621/3912626942_5b911b439a.jpg","/assets/images/farm3.static.flickr.com/5dbf6834a04b0af8.jpg"
"blogger-85-2010-09-85-html.md","3","rewritten","http://farm4.static.flickr.com/3445/3911842707_8be04b932e.jpg","/assets/images/farm4.static.flickr.com/892584b463cc0caf.jpg"
"blogger-85-2010-09-85-html.md","4","rewritten","http://farm4.static.flickr.com/3508/3907328868_b87362cd9e.jpg","/assets/images/farm4.static.flickr.com/278891ba76349d90.jpg"
"blogger-85-2010-09-85-html.md","5","rewritten","http://farm3.static.flickr.com/2545/3907326902_d6cc5fc086.jpg","/assets/images/farm3.static.flickr.com/f8f98f4275d82cc8.jpg"
"blogger-85-2010-09-85-html.md","6","rewritten","http://farm4.static.flickr.com/3594/3349037114_5c21806f18.jpg","/assets/images/farm4.static.flickr.com/aebd39a709d94cb9.jpg"
"blogger-85-2010-09-85-html.md","7","rewritten","http://farm4.static.flickr.com/3433/3348209297_a1fde3f01d.jpg","/assets/images/farm4.static.flickr.com/02086184cea4d965.jpg"
"blogger-85-2010-09-85-html.md","8","rewritten","http://farm4.static.flickr.com/3392/3409455393_878942500e.jpg","/assets/images/farm4.static.flickr.com/94b9408246572391.jpg"
"blogger-85-2010-09-85-html.md","9","rewritten","http://farm4.static.flickr.com/3358/3410265526_047f0b8276.jpg","/assets/images/farm4.static.flickr.com/cde520be5aeeaa41.jpg"
"blogger-85-2010-09-85-html.md","10","rewritten","http://farm4.static.flickr.com/3638/3348201555_02332327b2.jpg","/assets/images/farm4.static.flickr.com/b604bfdb4f80cfa0.jpg"
"blogger-85-2010-09-85-html.md","11","rewritten","http://farm3.static.flickr.com/2803/4127554560_c3b548a332.jpg","/assets/images/farm3.static.flickr.com/d29b13bcacc890eb.jpg"
"blogger-85-2010-09-85-html.md","12","rewritten","http://farm3.static.flickr.com/2798/4126879831_07f860c946.jpg","/assets/images/farm3.static.flickr.com/ac83473f3115cab1.jpg"
"blogger-85-2010-09-85-html.md","13","rewritten","http://farm3.static.flickr.com/2758/4127582403_7ea81f54c3.jpg","/assets/images/farm3.static.flickr.com/de4641c7d2d24b92.jpg"
"blogger-bilog-ii-2007-08-blog-post-html.md","1","rewritten","http://farm2.static.flickr.com/1162/1105146534_08a026848d.jpg","/assets/images/farm2.static.flickr.com/b4b8e8277de26704.jpg"
"blogger-bilog-ii-2007-08-blog-post-html.md","2","rewritten","http://farm2.static.flickr.com/1142/1104288861_5796a62260.jpg","/assets/images/farm2.static.flickr.com/3fa07bb9a8cb364c.jpg"
"blogger-bilog-ii-2007-08-blog-post-html.md","3","rewritten","http://farm2.static.flickr.com/1022/1105153792_db4d0a000b.jpg","/assets/images/farm2.static.flickr.com/5e143e8adf932802.jpg"
"blogger-bilog-ii-2007-08-blog-post-html.md","4","rewritten","http://farm2.static.flickr.com/1193/1105144122_b8f1015817.jpg","/assets/images/farm2.static.flickr.com/a417af0cc40dbd2f.jpg"
"blogger-bloglines-2006-04-bloglines-html.md","1","rewritten","http://static.flickr.com/51/132210041_991840e680_m.jpg","/assets/images/static.flickr.com/5a9282e5bb3976f1.jpg"
"blogger-bloglines-drop-down-console-2009-04-bloglines-drop-down-console-html.md","1","rewritten","http://farm4.static.flickr.com/3602/3406702052_7de342d78b.jpg","/assets/images/farm4.static.flickr.com/8600ee16c0773f1f.jpg"
"blogger-bloglines-drop-down-console-2009-04-bloglines-drop-down-console-html.md","2","rewritten","http://farm4.static.flickr.com/3574/3406702182_0c99a4407d.jpg","/assets/images/farm4.static.flickr.com/42a69b319c9272f4.jpg"
"blogger-bloglines-drop-down-console-2009-04-bloglines-drop-down-console-html.md","3","rewritten","http://farm4.static.flickr.com/3656/3405890623_91eecd336e.jpg","/assets/images/farm4.static.flickr.com/94b9bfe0d8e871c8.jpg"
"blogger-bloglines-drop-down-console-2009-04-bloglines-drop-down-console-html.md","4","rewritten","http://farm4.static.flickr.com/3603/3405890721_fab7f3ea0e.jpg","/assets/images/farm4.static.flickr.com/5a8f705a55d907e2.jpg"
"blogger-bloglines-drop-down-console-2009-04-bloglines-drop-down-console-html.md","5","rewritten","http://farm4.static.flickr.com/3418/3406702364_9474129b70.jpg","/assets/images/farm4.static.flickr.com/c99fc5cdfe234e69.jpg"
"blogger-canonical-store-ubuntu-2008-12-canonical-ubuntu-html.md","1","rewritten","http://farm4.static.flickr.com/3147/3115559404_5447b4d74b.jpg","/assets/images/farm4.static.flickr.com/c9cb4f65df60a659.jpg"
"blogger-canonical-store-ubuntu-2008-12-canonical-ubuntu-html.md","2","rewritten","http://farm4.static.flickr.com/3081/3115559896_e37ddcb057.jpg","/assets/images/farm4.static.flickr.com/d1c4327a96246be7.jpg"
"blogger-canonical-store-ubuntu-2008-12-canonical-ubuntu-html.md","3","rewritten","http://farm4.static.flickr.com/3083/3127923778_d643c6376a.jpg","/assets/images/farm4.static.flickr.com/e84f3831a390b24a.jpg"
"blogger-cc-so-sue-me-must-2008-10-so-sue-me-must-html.md","1","same","http://stickeraction.com/ccmusic/sticker/5","http://stickeraction.com/ccmusic/sticker/5"
"blogger-choice-150-2009-05-choice-150-html.md","1","rewritten","http://farm4.static.flickr.com/3378/3537831191_011db38621.jpg","/assets/images/farm4.static.flickr.com/6b7b43d41a367969.jpg"
"blogger-concerning-about-how-add-on-auto-reviewing-process-can-hurt-user-s-trust-to-fire-2017-10-concern-about-amo-firefox-addon-auto-review-html.md","1","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhI672z86dnACTE95eVb4YAs3MgbE6ajbMYSE_X3PeXp7nY__w1rbVLFJ0u-7o93Y_zJvlwDaWSZuMzNTWp89sriIGiPxv8mEdtA1rwMCOlaMvUXLNR1eqCydkS0YzLr965b2Lnkg/s1600/1*9V3TfXKfXoGoNKGYdwTPpA.png","/assets/images/blogger.googleusercontent.com/9a8472a266ae1c24.png"
"blogger-eeepc-901-easy-peasy-1-0-2009-03-eeepc-901-easy-peasy-10-html.md","1","rewritten","http://farm4.static.flickr.com/3636/3331513488_4b2377d2a6.jpg","/assets/images/farm4.static.flickr.com/17e4f2986361e159.jpg"
"blogger-eeepc-901-easy-peasy-1-0-2009-03-eeepc-901-easy-peasy-10-html.md","2","rewritten","http://farm4.static.flickr.com/3416/3330684045_7fa024503f.jpg","/assets/images/farm4.static.flickr.com/97119098491a429e.jpg"
"blogger-eeepc-901-easy-peasy-1-0-2009-03-eeepc-901-easy-peasy-10-html.md","3","rewritten","http://farm4.static.flickr.com/3317/3330685413_16754d725e.jpg","/assets/images/farm4.static.flickr.com/d1276315b252bfcf.jpg"
"blogger-essential-tpe-2009-07-essential-tpe-html.md","1","rewritten","http://farm4.static.flickr.com/3269/2674887622_616d0fe1ea.jpg","/assets/images/farm4.static.flickr.com/6de84ee5d27eace7.jpg"
"blogger-essential-tpe-2009-07-essential-tpe-html.md","2","rewritten","http://farm4.static.flickr.com/3217/2674883674_cb4079f965.jpg","/assets/images/farm4.static.flickr.com/75454058ce100590.jpg"
"blogger-essential-tpe-2009-07-essential-tpe-html.md","3","rewritten","http://farm4.static.flickr.com/3037/2674885752_3d1de8a4a4.jpg","/assets/images/farm4.static.flickr.com/7ff9f711c0f7c006.jpg"
"blogger-essential-tpe-2009-07-essential-tpe-html.md","4","same","http://twitpic.com/show/thumb/110cz.png","http://twitpic.com/show/thumb/110cz.png"
"blogger-essential-tpe-2009-07-essential-tpe-html.md","5","rewritten","http://farm3.static.flickr.com/2595/3703397555_a58ce5930b.jpg","/assets/images/farm3.static.flickr.com/298323bfd10ac1ef.jpg"
"blogger-essential-tpe-2009-07-essential-tpe-html.md","6","rewritten","http://farm4.static.flickr.com/3525/3703398193_1af5701164.jpg","/assets/images/farm4.static.flickr.com/7cb4e39e70746ec3.jpg"
"blogger-essential-tpe-2009-07-essential-tpe-html.md","7","rewritten","http://farm3.static.flickr.com/2502/3703398785_64393fe8f9.jpg","/assets/images/farm3.static.flickr.com/472827bcf066ae53.jpg"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","1","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjJJJCak0PTlZqivLhQU7jxTbunVEuEHD49dlHjIcKkwAx9xsAaSp3BQNGey0mErUt1R1_1qNe94yd2kbuKEafncfBd4cm_QwGArgbXhKjdl3YTTiypeYWaDQyYpKlNpviIA0A-LQ/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_02.png","/assets/images/blogger.googleusercontent.com/707eca787ee5870d.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","2","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgmDY38aQhQGxdyYI0Uca6nYBQauHe7HmODppHrEpVZ59jYzb5EU0oh27yXaDkzs-zYCJTo0DE_J1Qh0ID_IukfKq64aLLy-__QXXfFE6auXwpEgL1hPZQ2l9Uw6mmxf3PnTIxXxA/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_04.png","/assets/images/blogger.googleusercontent.com/aae385474035c910.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","3","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjHWrdPrlmX4vBX041KyZxBSIUR99tgyTp9qeLmW6oxHWfQ0kDxat0-rcLvevG0eTHJLlz6HMXosmZMpqbXWY1X3I0R_DQBtqmFXCtNZuz1rlfrZ0bbcBWLmka1iJJmGTdhL6Z02w/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_05.png","/assets/images/blogger.googleusercontent.com/e6c510a7c5105adf.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","4","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEix7lIQ5y8C0KqLQTlkp5WPIcolY662FqOTFNsn_32im-vny7dyMTJG2aijfSS_yHxip1cXcjw4ec7WyKwBf45df-xChgwbybsnIDkSp6cDN6o54KDnWWfMR5ytL6ZO7Ss4xzrtiw/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_06.png","/assets/images/blogger.googleusercontent.com/df3514dcf5017be0.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","5","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjMVlXc7aeu85a_l6H82mFaPt2462K6fTdLp4AyyvRupI70Q3sKbPZnjaD5oiFlcdwP3yu41QM993vbPTcbFWv0K6gEceuXd0-rnkeZmbbeeMKyp_PiRcAIOWH95_c96GN6k_qfyA/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_07.png","/assets/images/blogger.googleusercontent.com/f1a9aae1fc7dde8e.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","6","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEheiuB3G0nD-s3yfX5pdsDQFbXs4tu2EfSvy0KKj6CyRRILeyb53Zi4aU1qYXYcuNKZ_VR1dsWUt4hMAdx4a70GMnroSUCQUd4De6J5DlBlxC6XdFIL13JALM8oIUSj3q5-m-mELQ/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_08.png","/assets/images/blogger.googleusercontent.com/fe0ad1881a941c55.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","7","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi1Gpnyxf9AvXrSRbNW1iG9uO5EB_lrN1jaz5r7y9oSvFgz9mDBizSoE268MgYDh2V7PKWSJ4_vKJG8nEXDxP9lAh0O_8W_SUC58H5k2IERUj-gZOjKwoVbpkD6aL2DetdTAs7o3w/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_09.png","/assets/images/blogger.googleusercontent.com/fd79a93f4d28d500.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","8","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj4ThzlcLA0sbAONOTp70iB3-WTTpEa-L6MPK6WDDAZYUNkWq1mMryKwqFZMr4CjNIpA5Db0EZj4KGBKvq5AYNZ6u3oDffgBNqBFxUwhzAhUDsh-Uy7JLKabqeXtm_KUqtDhraLUA/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_10.png","/assets/images/blogger.googleusercontent.com/354283631bffb40e.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","9","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhV0223oLpK151mbZp-YrrLrzIVfSHVPLKEYYCAgvPjxxqo0xsqwi-y2HMvlgrnsJiO_xNPaBk6XOk3iSKPeuvNcLpakSoQNqa2aYgSvqIRQ59uEGFGmBSSdQZX4CKerCqFaYrs0w/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_11.png","/assets/images/blogger.googleusercontent.com/9679584e209cb055.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","10","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgFrkA65jpPWJxLnNWvFBHbWY_xl1Rb0-yXkvNWgmnnvUjj_Slp5go3eZxBxXVMKTxesASd9syr0vHCL5A1jg7SV6W0K1SWuqso6YoPlRbpKoBQFSfCr2hnymaLBaAy5KUWpZ-GoA/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_12.png","/assets/images/blogger.googleusercontent.com/87cfb0773cb7367b.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","11","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiiQGykzgpyVXqcU8Q8bnl91WhFzrEYoHNkMcmKfG1H97Nn16SMvCJp17XjgEUvH_TSwBVg4WBruTzDiSCCgsPUwYN45htTvkcv8NEAMjzWQRdCh769nhCrDCo4nsP20Fo9cty6gw/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_13.png","/assets/images/blogger.googleusercontent.com/abc1d5abab254d5b.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","12","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh8QWIBAbISlm1zqaWfhTgsi5MnVhRa4NYTk6oSHl-eerM_Repj2yCHDd2Snqpbse666zkSxUjG1HrQzR8CakX6MvdgvZRs66GUx0c99pCkBf5_nmasBtXevHloc4Kk-sXPq0Tqrg/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_14.png","/assets/images/blogger.googleusercontent.com/54580b2f35c62ea5.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","13","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiEDb7KMDeTwk9N8c0hruCrT8QuyQ5rVGO0LoalVXgVc3TZ6L0vbp4SgrLC6Ai37QYbCb5xBtToVC0qmMZzj6aF7ofPCxYlW4Yar_W4EbSX4taJNkMDHQGTmpWy6NgGtt2g2aOMGQ/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_15.png","/assets/images/blogger.googleusercontent.com/adb7b2dc0fb252d5.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","14","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh_lTJ0vrwEPL2mMHSh1D3ex1-M7YDjPTqqXJzhfmIxdfuXfB3UJaz_3DjvhPWAvwfb5eFefpTsG69WE9XsYDNs1MPhNhza1ZycNA7vpVnuNOqtVCdntkDQXSZgELxvZy2BydwGow/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_16.png","/assets/images/blogger.googleusercontent.com/7d3b2b0ac760aca8.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","15","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhYwW0jOx-amYd_ijhOVvdYy8TrvFlp_YfInY4WyV-EOOovHdquMaxgJvVP31OFXHW20jaVJtWVNuu4qQOLZNZgqQoUiJ7ifdMaUAGrzScpn84MJueNCNr8iNZQmxCc2WMvOFBwSA/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_17.png","/assets/images/blogger.googleusercontent.com/a8a38b1780ab0f1d.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","16","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhAY-0gJWYGn5Up2Fjlb8P21hjVpaidoXo05BX7EMGtIIXLfpgNrGySBoxHjW3cHBWgSzUrMLcefkmW_Iaj3yHFArkJIo0aoMHf_pl-hynCtspZX4zYV8zetfSC7miKz-DsXc5sZA/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_18.png","/assets/images/blogger.googleusercontent.com/28ae49db397675c9.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","17","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEh83xkoL58KNWdCQNAe3jh3PRDwHOoUwi1YjOapDsqSWVQ-UTMf5tsghW0LNXQPJDcKhyphenhyphenqR8x56LSaoQaHOmD7zUc_ha_C9uqL5cxfgfdr6ZJbOR95pb9kB_20vSfQgdVnMm1F7tQ/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_19.png","/assets/images/blogger.googleusercontent.com/36f516d17c05eb20.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","18","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj9aP4xhiLAOlT2-uVqTzQtWBfJ3C9QiM_pTLlz5CzLx6ZKohu2ZjWt4xsp1QGxIDTtjYCGARjGwFMqvvyG71AkTky4O4Hc6F4keJmUEw850Qe43revCp2F4fvQ1ReYDahr_Gp2zg/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_20.png","/assets/images/blogger.googleusercontent.com/9affdafd9e70da5b.png"
"blogger-events-of-taiwan-community-challenges-evolutions-and-survivals-in-2012-2012-11-events-of-taiwan-community-challenges-html.md","19","rewritten","https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhoOGuDul8t7PeX1nSJrUEyCjYU8ZOPIZkSL0yt3BxtcKbhNev5T6K0Af3YGH-p138QTjKz-OFsk9ERYSOFSyFgtEIgoiJFXbBp1Rktsq6u0KQ5IQuB8vlHgFrF7J2QogngzpVRrg/s640/Events-of-Taiwan-community-evolution-challenges-and-survival-in-2012_Page_21.png","/assets/images/blogger.googleusercontent.com/7a44233cad740f0b.png"
